Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,RSI,MACD,Close_Lag1,Close_Lag2,Close_Lag3
2020-01-28,1928.919718941855,1942.1058233592164,1911.7820105570515,1939.353271484375,158542.0,1941.4844482421875,1947.4752685546875,1948.9933959960938,49.27138987181315,1.5030349593848769,1925.6788330078125,1939.842041015625,1947.7001953125
2020-01-29,1942.195001445428,1942.5058748791853,1907.919579466562,1911.515869140625,179971.0,1932.8180419921875,1941.3656982421876,1948.452490234375,42.10991109845834,-1.1589247935260119,1939.353271484375,1925.6788330078125,1939.842041015625
2020-01-30,1918.885639980026,1922.837027024137,1887.3629929558283,1898.5069580078125,78850.0,1922.97939453125,1932.9054443359375,1947.8082275390625,39.23959740763726,-4.269046572999287,1911.515869140625,1939.353271484375,1925.6788330078125
2020-01-31,1900.2383520690191,1904.6781613028252,1840.212044512936,1846.339111328125,116613.0,1904.27880859375,1921.0312622070312,1942.6529907226563,30.31562511618131,-10.81863919435068,1898.5069580078125,1911.515869140625,1939.353271484375
2020-02-03,1921.5497868594143,1948.144205662911,1859.1704557471808,1867.5172119140625,162662.0,1892.646484375,1915.5097045898438,1938.5677490234375,36.61752689833455,-14.137375939900949,1846.339111328125,1898.5069580078125,1911.515869140625
2020-02-04,1895.710018560688,1898.063247972319,1854.020245326005,1871.5574951171875,116533.0,1879.0873291015625,1910.285888671875,1934.4630065917968,37.773691698028216,-16.25411432046849,1867.5172119140625,1846.339111328125,1898.5069580078125
2020-02-05,1886.919402809441,1916.2221511824816,1869.8261329251677,1904.900634765625,115764.0,1877.7642822265625,1905.291162109375,1929.8149719238281,46.45437515109147,-15.067443913681927,1871.5574951171875,1867.5172119140625,1846.339111328125
2020-02-06,1913.5577857028577,1930.651051306004,1878.927273571808,1890.204345703125,541706.0,1876.103759765625,1899.5415771484375,1926.1619567871094,43.56936720767389,-15.138361167895482,1904.900634765625,1871.5574951171875,1867.5172119140625
2020-02-07,1902.014469162949,1909.651028536619,1881.5913446107788,1897.3082275390625,73624.0,1886.2975830078126,1895.2881958007813,1922.9593627929687,45.336584218552346,-14.45471475430827,1890.204345703125,1904.900634765625,1871.5574951171875
2020-02-10,1897.308482053944,1924.169334252988,1882.3020100197705,1920.0848388671875,72009.0,1896.8111083984375,1894.7287963867188,1921.9077880859375,50.67065059826586,-11.937430594931584,1897.3082275390625,1890.204345703125,1904.900634765625
2020-02-11,1922.3486250237145,1930.4291650053249,1906.454193774808,1910.5831298828125,48006.0,1904.6162353515624,1891.8517822265626,1919.663525390625,48.542599853474805,-10.587131407906327,1920.0848388671875,1897.3082275390625,1890.204345703125
2020-02-12,1915.333803505097,1940.0191874919303,1910.893994039392,1927.3212890625,75247.0,1909.1003662109374,1893.43232421875,1917.3990112304687,52.33986902097774,-8.073315854929888,1910.5831298828125,1920.0848388671875,1897.3082275390625
2020-02-13,1926.877672028566,1950.8526476713175,1926.8332305680012,1946.0577392578125,73682.0,1920.271044921875,1898.18740234375,1915.5464233398438,56.23329314800267,-4.517153045935402,1927.3212890625,1910.5831298828125,1920.0848388671875
2020-02-14,1936.64501084144,1963.7722917419217,1927.7209498961392,1939.13134765625,58034.0,1928.6356689453125,1907.4666259765625,1914.2489440917968,54.46206304325064,-2.232040738774458,1946.0577392578125,1927.3212890625,1910.5831298828125
2020-02-17,1953.4273404633027,1967.856721658652,1944.636604173168,1956.402099609375,77670.0,1935.89912109375,1916.3551147460937,1915.9324096679688,58.01331844321146,0.9614495806324612,1939.13134765625,1946.0577392578125,1927.3212890625
2020-02-18,1962.3071699689608,1972.4745084694207,1941.7509360395215,1967.102294921875,96139.0,1947.2029541015625,1925.9095947265625,1918.0977416992187,60.08993418186797,4.306092054320061,1956.402099609375,1939.13134765625,1946.0577392578125
2020-02-19,1966.835157082781,1979.133513290159,1944.724997562413,1948.7208251953125,58248.0,1951.482861328125,1930.2916137695313,1917.7913879394532,55.05265448503262,5.41113809336025,1967.102294921875,1956.402099609375,1939.13134765625
2020-02-20,1966.8356002266703,1966.8356002266703,1910.938442214312,1914.7122802734373,186124.0,1945.21376953125,1932.7424072265626,1916.1419921875,47.17341726028865,3.5023171547563834,1948.7208251953125,1967.102294921875,1956.402099609375
2020-02-24,1915.333978726092,1934.824700706097,1870.6250066012924,1879.1939697265625,80671.0,1933.2262939453126,1930.9309814453125,1913.1095886230469,40.632633187729354,-0.8664797741539587,1914.7122802734373,1948.7208251953125,1967.102294921875
2020-02-25,1879.8160223251828,1932.2057933772307,1874.5326904664475,1914.357666015625,52702.0,1924.8174072265624,1930.3582641601563,1912.5435302734375,48.27855768760743,-1.4743707720458588,1879.1939697265625,1914.7122802734373,1948.7208251953125
2020-02-26,1914.446296250937,1921.1948949564808,1876.3528087038503,1885.18798828125,51900.0,1908.4345458984376,1927.81875,1909.8352661132812,43.29703441549044,-4.260762560919147,1914.357666015625,1879.1939697265625,1914.7122802734373
2020-02-27,1900.2389918554804,1900.2389918554804,1853.0438905251517,1868.1834716796875,83108.0,1892.3270751953125,1921.9049682617188,1907.6686462402345,40.66298182578933,-7.751763006902593,1885.18798828125,1914.357666015625,1879.1939697265625
2020-02-28,1846.960892964536,1846.960892964536,1767.3995223309762,1776.7674560546875,135017.0,1864.7381103515625,1904.9759399414063,1901.5816711425782,30.07136764390893,-17.690983827751324,1868.1834716796875,1885.18798828125,1914.357666015625
2020-03-02,1798.2115566466005,1824.4065401382045,1763.225837379567,1775.8349609375,103572.0,1844.06630859375,1888.6463012695312,1898.056463623047,29.98556825892075,-25.350903069072046,1776.7674560546875,1868.1834716796875,1885.18798828125
2020-03-03,1779.475803537746,1829.201674295288,1779.475803537746,1810.4656982421875,68762.0,1823.2879150390625,1874.0526611328125,1895.2038879394531,37.156731583220584,-28.30079917891726,1775.8349609375,1776.7674560546875,1868.1834716796875
2020-03-04,1816.3261324649443,1858.504324247924,1799.010874785616,1849.7578125,83356.0,1816.2018798828126,1862.318212890625,1894.1139038085937,44.14675741139282,-27.155041441803405,1810.4656982421875,1775.8349609375,1776.7674560546875
2020-03-05,1851.4007260222504,1906.454368714519,1851.4007260222504,1886.830322265625,73872.0,1819.93125,1856.1291625976562,1893.2103881835938,49.81824675287324,-22.990557632939954,1849.7578125,1810.4656982421875,1775.8349609375
2020-03-06,1886.9191184285544,1886.9191184285544,1840.7450976481853,1880.614501953125,55592.0,1840.7006591796876,1852.719384765625,1892.7308959960938,48.921277279764105,-19.961633675050734,1886.830322265625,1849.7578125,1810.4656982421875
2020-03-09,1846.960738814461,1847.0051802666585,1719.0942261273058,1751.2384033203125,196607.0,1835.78134765625,1839.923828125,1885.4274047851563,34.854644184916225,-27.68166255994811,1880.614501953125,1886.830322265625,1849.7578125
2020-03-11,1735.965335354692,1765.5788399849284,1708.0833128932577,1735.5657958984375,461132.0,1820.8013671875,1822.0446411132812,1876.2014526367188,33.594465873928755,-34.66489418649917,1751.2384033203125,1880.614501953125,1886.830322265625
2020-03-12,1700.4471480061088,1700.4471480061088,1562.102631719426,1571.5594482421875,519323.0,1765.1616943359375,1790.681787109375,1859.2502685546874,23.86901205062793,-52.82417297547522,1735.5657958984375,1751.2384033203125,1880.614501953125
2020-03-13,1501.232934645256,1615.2028324526411,1335.850016808915,1604.813720703125,364701.0,1708.7583740234375,1764.3448120117187,1843.1248901367187,28.395427072059988,-63.79678079929363,1571.5594482421875,1735.5657958984375,1751.2384033203125
2020-03-16,1570.8046900217148,1636.824639345282,1489.1121905971825,1507.8038330078125,225552.0,1634.196240234375,1737.4484497070312,1821.2121948242188,23.926308838032767,-79.40520496972545,1604.813720703125,1571.5594482421875,1735.5657958984375
2020-03-17,1531.733977479639,1537.0617478360898,1441.1618814199733,1472.4180908203125,239263.0,1578.432177734375,1707.1067626953125,1797.876531982422,22.53317506453108,-93.55191895331495,1507.8038330078125,1604.813720703125,1571.5594482421875
2020-03-18,1498.879870742031,1520.50172397593,1445.6021502180251,1465.9808349609375,204763.0,1524.515185546875,1672.6582763671875,1773.35546875,22.279036445227675,-104.08292132863198,1472.4180908203125,1507.8038330078125,1604.813720703125
2020-03-19,1414.1464900475871,1507.8415215671855,1384.0031202408309,1463.431396484375,244595.0,1502.8895751953125,1634.025634765625,1748.171923828125,22.17237952788949,-111.35095051735425,1465.9808349609375,1472.4180908203125,1507.8038330078125
2020-03-20,1464.2366277336146,1670.8129122046894,1455.2919934774534,1608.2452392578125,330779.0,1503.57587890625,1606.1671264648437,1731.14814453125,39.80143321970923,-104.2242172614367,1463.431396484375,1465.9808349609375,1472.4180908203125
2020-03-23,1474.254625043611,1558.6473394980346,1449.0307992501555,1487.1796875,173724.0,1499.4510498046875,1566.8236450195313,1709.7715148925781,33.05947068469095,-107.11050482495716,1608.2452392578125,1463.431396484375,1465.9808349609375
2020-03-24,1556.3662996898795,1581.0534674336825,1477.6982881592608,1523.136962890625,156649.0,1509.59482421875,1544.0135009765625,1691.9686645507813,36.49990201016826,-105.28282206065728,1487.1796875,1608.2452392578125,1463.431396484375
2020-03-25,1520.5877418886498,1618.9787134226212,1503.5929377146,1567.2786865234375,104880.0,1529.85439453125,1527.1847900390626,1674.6147155761719,40.540034423086624,-99.129795536031,1523.136962890625,1487.1796875,1608.2452392578125
2020-03-26,1623.4510674176508,1682.3962271850664,1541.1604347992356,1616.0269775390625,143192.0,1560.3735107421876,1531.63154296875,1661.1566650390625,44.72278662108882,-89.29061141963803,1567.2786865234375,1523.136962890625,1487.1796875
2020-03-27,1644.9185883769003,1654.7576881442446,1567.1002538533603,1626.6715087890625,197136.0,1564.0587646484375,1533.8173217773438,1649.0810668945312,45.6223051333283,-79.71515571397822,1616.0269775390625,1567.2786865234375,1523.136962890625
2020-03-30,1582.3056152205525,1705.7415535475373,1577.251875618232,1588.7010498046875,1324734.0,1584.363037109375,1541.9070434570312,1639.6777465820312,42.93812865576156,-74.33356571298168,1626.6715087890625,1616.0269775390625,1567.2786865234375
2020-03-31,1633.2902347904098,1660.1241378811612,1592.1449167179242,1630.651611328125,133416.0,1605.865966796875,1557.7303955078125,1632.4185791015625,46.67124801996914,-65.923630568303,1588.7010498046875,1626.6715087890625,1616.0269775390625
2020-04-01,1636.8679509939352,1640.4458044387306,1522.6002566007794,1529.1298828125,212968.0,1598.2362060546875,1564.0453002929687,1618.351788330078,39.87281701605983,-66.6819830223701,1630.651611328125,1588.7010498046875,1626.6715087890625
2020-04-03,1548.584679041203,1556.3664677047514,1475.864753857954,1479.8004150390625,170043.0,1570.9908935546875,1565.6822021484375,1599.8539184570313,37.04881071666845,-70.45133940537676,1529.1298828125,1630.651611328125,1588.7010498046875
2020-04-07,1523.5396540168915,1596.6172749723028,1523.5396540168915,1587.7174072265625,167673.0,1563.2000732421875,1563.6294189453124,1584.8982727050782,46.05085941762727,-63.992911674479956,1479.8004150390625,1529.1298828125,1630.651611328125
2020-04-08,1574.2551302490108,1614.5059716474232,1521.4818048599816,1525.5963134765625,159832.0,1550.5791259765624,1567.4710815429687,1567.14736328125,42.30094438995301,-63.159154843441456,1587.7174072265625,1479.8004150390625,1529.1298828125
2020-04-09,1560.8386518609898,1590.758409277566,1550.105090931287,1579.532958984375,126479.0,1540.3553955078125,1573.1106811523437,1558.5620910644532,46.383321464292464,-57.48352572056956,1525.5963134765625,1587.7174072265625,1479.8004150390625
2020-04-13,1583.021367478341,1597.5116308694878,1562.627558302909,1572.824462890625,72307.0,1549.0943115234375,1573.6652587890626,1550.4250244140626,45.94787401102218,-52.916875518156075,1579.532958984375,1525.5963134765625,1587.7174072265625
2020-04-15,1583.200070042018,1620.9911451602527,1546.437649575136,1551.40185546875,150148.0,1563.414599609375,1567.2027465820313,1549.4171447753906,44.51082559217532,-50.44490030469797,1572.824462890625,1579.532958984375,1525.5963134765625
