Date,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,RSI,MACD,Close_Lag1,Close_Lag2,Close_Lag3
2020-01-28,1237.06689453125,1240.8331639227413,1197.7144542875744,1211.7171630859375,6103759.0,1255.65673828125,1285.2314453125,1364.5760925292968,21.200120783687623,-51.80820078296438,1227.6029052734375,1270.963134765625,1286.1248779296875
2020-01-29,1225.3819400763005,1232.9143612277264,1208.0958133351132,1215.09716796875,3977924.0,1242.3010498046874,1271.4943115234375,1353.6612243652344,22.262480339366604,-54.751342580239225,1211.7171630859375,1227.6029052734375,1270.963134765625
2020-01-30,1209.061459205618,1210.9928672874162,1179.6558183137597,1189.2645263671875,5301706.0,1222.9289794921874,1256.530712890625,1339.2963745117188,20.03888523495442,-58.49399952831186,1215.09716796875,1211.7171630859375,1227.6029052734375
2020-01-31,1202.3015362231793,1227.9892402476546,1199.5009709154588,1215.676513671875,8391172.0,1211.8716552734375,1247.5110229492188,1326.2593688964844,27.961421558045814,-58.652743169552195,1189.2645263671875,1215.09716796875,1211.7171630859375
2020-02-03,1180.0903488489523,1224.947254808392,1174.344456906193,1219.78076171875,7697534.0,1210.3072265625,1240.8621337890625,1316.2981201171874,29.13638913019625,-57.781303236077974,1215.676513671875,1189.2645263671875,1215.09716796875
2020-02-04,1229.3411466388966,1239.963890246931,1213.1656052357532,1229.003173828125,4632688.0,1213.7644287109374,1234.7105834960937,1307.1722106933594,31.82710649906494,-55.70438376681204,1219.78076171875,1215.676513671875,1189.2645263671875
2020-02-05,1236.1012155432868,1244.45457936571,1221.808748085048,1229.148193359375,4360609.0,1216.5746337890625,1229.437841796875,1298.2008178710937,31.870913550720047,-53.430791356583086,1229.003173828125,1219.78076171875,1215.676513671875
2020-02-06,1236.1012741240395,1293.4641224531192,1219.1049051815949,1288.49072265625,7628363.0,1236.419873046875,1229.6744262695313,1289.8281677246093,46.90589350134223,-46.306711873529366,1229.148193359375,1229.003173828125,1219.78076171875
2020-02-07,1298.872076182098,1299.886112688774,1250.345442852618,1254.256591796875,3850541.0,1244.135888671875,1228.0037719726563,1280.535693359375,41.250332646507395,-42.92838412061951,1288.49072265625,1229.148193359375,1229.003173828125
2020-02-10,1259.2781158114549,1259.2781158114549,1224.995621094195,1231.224365234375,3955195.0,1246.424609375,1228.36591796875,1267.7545959472657,37.936245567773334,-41.62966239759203,1254.256591796875,1288.49072265625,1229.148193359375
2020-02-11,1245.7581216442234,1264.9756542292905,1240.9779341449166,1248.3172607421875,3456066.0,1250.2874267578125,1232.025927734375,1258.6286865234374,41.68089939062017,-38.77419744704571,1231.224365234375,1254.256591796875,1288.49072265625
