Date,Open,High,Low,Close,Volume,Stock
,ONGC.BO,ONGC.BO,ONGC.BO,ONGC.BO,ONGC.BO,
2020-01-01,90.37365817747099,90.5844034129008,89.21457546102891,89.49556732177734,130503,ONGC.BO
2020-01-02,89.46043452421372,90.33853603205898,89.46043452421372,89.91704559326172,134563,ONGC.BO
2020-01-03,91.7083752944482,93.71042833055807,89.91705678501945,90.26829528808594,1099508,ONGC.BO
2020-01-06,91.67324061629796,91.67324061629796,87.84474343933017,88.68771362304688,646975,ONGC.BO
2020-01-07,88.72284392640951,89.67118676905578,88.090613578154,88.30135345458984,303374,ONGC.BO
2020-01-08,87.80962832060902,88.09062020312984,86.51004689335889,86.75591278076172,289944,ONGC.BO
2020-01-09,88.02038593595758,88.02038593595758,86.26419312286565,86.86129760742188,588321,ONGC.BO
2020-01-10,87.66914349261897,87.95013004269556,86.89641440148367,87.17740631103516,172122,ONGC.BO
2020-01-13,87.56376165072417,88.26623867101162,87.31789576551844,88.12574005126953,172484,ONGC.BO
2020-01-14,88.4067176041498,88.4067176041498,87.00176379126074,87.8798599243164,261843,ONGC.BO
2020-01-15,88.05548779891322,88.12573442456194,87.31789019039061,87.63400268554688,162044,ONGC.BO
2020-01-16,87.9149850801935,87.9149850801935,87.14226156232289,87.4583740234375,1204732,ONGC.BO
2020-01-17,87.80963032281134,88.19599484002151,87.10715328022886,88.05549621582031,179220,ONGC.BO
2020-01-20,88.51210903717538,89.00384083248096,84.33237269865417,85.94806671142578,631926,ONGC.BO
2020-01-21,86.40466128347362,87.42325067513977,85.98317620276602,86.22904205322266,294385,ONGC.BO
2020-01-22,86.40467036887223,86.40467036887223,81.48733140479007,81.8034439086914,1234256,ONGC.BO
2020-01-23,82.18980942258409,83.5245168013414,81.83857092077818,82.71666717529297,779772,ONGC.BO
2020-01-24,83.5596458784241,84.1567556794035,82.43568363097864,83.1381607055664,378585,ONGC.BO
2020-01-27,83.41914856345397,83.41914856345397,82.08444111454381,82.33030700683594,368294,ONGC.BO
2020-01-28,82.78691457498041,82.78691457498041,81.24146729642709,81.97906494140625,400900,ONGC.BO
2020-01-29,82.33030572369259,82.99766211748396,81.83857394677213,82.61129760742188,453707,ONGC.BO
2020-01-30,82.8220361561544,82.8220361561544,80.81997785578338,81.20633697509766,413252,ONGC.BO
2020-01-31,81.48732585241669,81.52245184355637,75.02454008377315,76.49974060058594,2025146,ONGC.BO
2020-02-03,73.76009354493466,73.76009354493466,71.30142376010352,72.6361312866211,696893,ONGC.BO
2020-02-04,73.26835353851203,75.09479267396405,72.70636979246177,74.49768829345703,537713,ONGC.BO
2020-02-05,74.95429229736328,75.44602940347703,73.93570281097792,74.95429229736328,501107,ONGC.BO
2020-02-06,75.16504084091365,75.72702459846721,74.70842970783566,75.34066009521484,331143,ONGC.BO
2020-02-07,75.86750904114638,77.09684367838717,74.884040259459,76.78073120117188,529199,ONGC.BO
