Date,Close,High,Low,Open,Volume,Ticker
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,
2015-01-01,436.5212097167969,437.5987170345552,433.3116634669186,436.03978337631963,1772470,HDFCBANK.NS
2015-01-02,442.5964660644531,444.43049267446645,435.7647337331687,435.7647337331687,2950192,HDFCBANK.NS
2015-01-05,438.8595886230469,445.0035600653823,437.9196277366447,444.7513870408685,2398000,HDFCBANK.NS
2015-01-06,432.02783203125,438.5844706348792,429.87284547319837,437.4152844338684,4109840,HDFCBANK.NS
2015-01-07,433.2887268066406,436.20023245413705,429.2767941510236,430.858647480814,2873056,HDFCBANK.NS
2015-01-08,442.39007568359375,444.2699695085479,434.7559576904309,437.5299169849739,4762912,HDFCBANK.NS
2015-01-09,447.34197998046875,449.3364725165076,443.1924728207424,446.08108681779487,4492592,HDFCBANK.NS
2015-01-12,443.3987731933594,446.76881327593776,442.22958703614654,444.4762804245321,2063206,HDFCBANK.NS
2015-01-13,441.70233154296875,445.6455051799241,438.1947727675341,444.2699853499444,2914174,HDFCBANK.NS
2015-01-14,441.95452880859375,446.8834748241107,440.02879546599195,440.18926158411614,1842616,HDFCBANK.NS
2015-01-15,455.36590576171875,457.6813588240973,445.09534526667966,453.92159857225124,5699238,HDFCBANK.NS
2015-01-16,459.1255798339844,465.3383667483211,457.8417669310854,459.51532724104,3910654,HDFCBANK.NS
2015-01-19,460.5927734375,467.6767056046928,459.85917411291257,464.58178622936765,2119746,HDFCBANK.NS
2015-01-20,468.1123352050781,470.88629463489053,459.42362923482017,463.0916821628427,4252902,HDFCBANK.NS
2015-01-21,467.6537780761719,473.6143354553651,466.92015077879523,471.0696575934365,3370306,HDFCBANK.NS
2015-01-22,468.2498779296875,473.4080773193658,467.01190447916014,469.96927772624696,3235340,HDFCBANK.NS
2015-01-23,478.1307067871094,480.5149187286614,469.69417411923854,472.26179989553555,4993956,HDFCBANK.NS
2015-01-27,492.45904541015625,494.15549747414883,477.25954013935024,478.2223928235093,4981200,HDFCBANK.NS
2015-01-28,485.260498046875,501.2394434806771,483.7245119753707,490.60211167170297,5682470,HDFCBANK.NS
2015-01-29,502.0647888183594,504.6324149004979,486.4755624988852,492.8946556892569,10283808,HDFCBANK.NS
2015-01-30,493.9721374511719,501.858485561162,487.96571141749206,501.858485561162,5285208,HDFCBANK.NS
2015-02-02,495.9207458496094,501.1477324784349,482.5094272997519,489.91432035975083,2855176,HDFCBANK.NS
2015-02-03,487.8968505859375,496.1958086600589,483.86202618124804,494.499356667298,5100344,HDFCBANK.NS
2015-02-04,489.5474548339844,495.55393582956276,484.7560834438144,487.39249628827116,3098756,HDFCBANK.NS
2015-02-05,493.5823974609375,501.0560780734004,490.7625704337789,492.8946375016329,4029574,HDFCBANK.NS
2015-02-06,483.03668212890625,494.70565220427903,481.454856815599,493.81158676111255,3451560,HDFCBANK.NS
2015-02-09,476.8927001953125,482.2343132426868,474.32507444693084,480.05640690762357,2615948,HDFCBANK.NS
2015-02-10,483.4722900390625,487.0716118339751,472.2618254065094,472.2618254065094,4637876,HDFCBANK.NS
2015-02-11,485.2834167480469,488.21787030368296,482.807469811415,485.1000029064359,2080794,HDFCBANK.NS
2015-02-12,493.35308837890625,496.0582884404199,482.66986249718246,488.35535537882896,2762870,HDFCBANK.NS
2015-02-13,488.67633056640625,496.10411470164934,487.66758251826,495.73728705322503,3857250,HDFCBANK.NS
2015-02-16,489.47869873046875,497.47961578526696,487.1632182228997,493.2613778366701,3694358,HDFCBANK.NS
2015-02-18,492.8028869628906,496.5396707561596,484.66439529355307,489.47871430921754,2690846,HDFCBANK.NS
2015-02-19,495.09539794921875,497.4337701737721,487.7592931066745,492.4360375557812,2253502,HDFCBANK.NS
2015-02-20,492.00048828125,499.7263126497052,489.91426103808845,496.5626061808608,3103012,HDFCBANK.NS
2015-02-23,489.4558410644531,495.89788178217356,486.93405452969483,493.85749364020324,2790782,HDFCBANK.NS
2015-02-24,489.5245666503906,491.06055251607296,484.6872997908102,490.7396202946022,2923144,HDFCBANK.NS
2015-02-25,482.55523681640625,492.80290384833734,481.43191806227793,490.60204983489274,2324262,HDFCBANK.NS
2015-02-26,475.9986572265625,484.18298917341065,474.60018965201095,483.1055098138616,6213472,HDFCBANK.NS
2015-02-27,483.2659606933594,485.3521881299111,479.3457068405141,479.3457068405141,5130892,HDFCBANK.NS
2015-03-02,496.3563537597656,503.89876511713135,489.6850601866208,495.3476056342829,7192616,HDFCBANK.NS
2015-03-03,496.72314453125,500.6892380597068,493.8345863552417,498.1445038848459,3014674,HDFCBANK.NS
2015-03-04,488.44708251953125,508.62137205842794,486.01697525523844,506.64977137456464,6138812,HDFCBANK.NS
2015-03-05,497.5254821777344,499.77217562915826,487.16324459264274,488.3095110505078,4851226,HDFCBANK.NS
2015-03-09,485.55853271484375,496.01250651542085,484.1830127921388,493.83459997113806,2877904,HDFCBANK.NS
2015-03-10,482.60113525390625,487.0486268032784,479.13938810018914,486.93400015540755,2567418,HDFCBANK.NS
2015-03-11,484.3892822265625,486.88817681493083,481.43193700157076,481.84460414158104,2732768,HDFCBANK.NS
2015-03-12,483.54107666015625,487.8052106706327,481.9363034689088,486.06286310354517,3765418,HDFCBANK.NS
2015-03-13,478.0619201660156,487.85102493283006,474.3709196288351,486.01699852330813,2713390,HDFCBANK.NS
2015-03-16,482.1426086425781,485.0541141835959,477.9931017739345,479.13936820504705,2674386,HDFCBANK.NS
2015-03-17,485.1228942871094,488.7221596342931,478.15356090558055,486.0169597023194,2684652,HDFCBANK.NS
2015-03-18,487.644775390625,491.4732947664722,482.8991867345817,486.0858415693676,2574166,HDFCBANK.NS
2015-03-19,482.44061279296875,492.34439993728785,480.8358397240337,491.06055909412265,2686786,HDFCBANK.NS
2015-03-20,484.1371154785156,485.78772799454055,479.5749413645925,481.8904220125173,3241618,HDFCBANK.NS
2015-03-23,480.4003601074219,485.74197396929344,479.5979734405758,484.16009238690845,2723370,HDFCBANK.NS
2015-03-24,475.9068908691406,484.64146376300937,474.7606243985564,478.35994589222486,4486782,HDFCBANK.NS
2015-03-25,474.21051025390625,479.91889574856526,472.7662030895796,476.8698712539379,5304450,HDFCBANK.NS
2015-03-26,461.6932067871094,473.270469958601,459.4694330808856,470.84041866420944,17900310,HDFCBANK.NS
2015-03-27,465.2237243652344,469.3044162394991,462.2204838022095,465.36127074571135,5420448,HDFCBANK.NS
2015-03-30,475.425537109375,476.3883898409342,464.37551050588087,467.6767638476929,3477572,HDFCBANK.NS
2015-03-31,468.9147033691406,476.80102245170355,465.3154097838464,476.80102245170355,2981128,HDFCBANK.NS
2015-04-01,473.7519836425781,475.4025963451213,464.46722422446805,470.4736499873592,1922098,HDFCBANK.NS
2015-04-06,473.1558837890625,475.40257741949574,467.5850451509844,474.5543513671001,3575586,HDFCBANK.NS
2015-04-07,473.5226745605469,476.02151305498467,469.35027584073197,473.75192785251517,3098536,HDFCBANK.NS
2015-04-08,474.8065490722656,477.97019994986346,472.2847626816873,476.8698288463751,2053072,HDFCBANK.NS
2015-04-09,484.228759765625,485.5584399642562,472.26174991802066,476.044428982898,3501392,HDFCBANK.NS
2015-04-10,478.0619201660156,482.80745230664473,474.4855462794302,482.80745230664473,3059662,HDFCBANK.NS
2015-04-13,476.29669189453125,479.73549149146896,474.46266544283117,476.8468774420231,2281618,HDFCBANK.NS
2015-04-15,473.0183410644531,480.8358449459962,470.0609399375578,476.84685994791084,2446998,HDFCBANK.NS
2015-04-16,472.1012878417969,473.8894746089862,466.75967525610577,471.3447408283661,2805060,HDFCBANK.NS
2015-04-17,466.8743896484375,471.27604223112786,465.86566943593874,470.0151489617606,2024506,HDFCBANK.NS
2015-04-20,460.8450012207031,469.9692943240279,459.6987346491811,467.6767611809839,2594440,HDFCBANK.NS
2015-04-21,459.8821105957031,465.10909692509654,456.48915062960265,460.79912377734956,3255372,HDFCBANK.NS
2015-04-22,464.5130310058594,468.13524438462696,455.5263127288216,461.48689860247504,3382968,HDFCBANK.NS
2015-04-23,464.6964111328125,469.60240906953345,461.30345130300486,467.6996235850634,4813914,HDFCBANK.NS
2015-04-24,461.4640197753906,467.2182725895723,458.6671124418867,467.17243311895123,3602622,HDFCBANK.NS
2015-04-27,461.0054626464844,464.23792855199014,456.6725697163281,461.6932225406355,3685352,HDFCBANK.NS
2015-04-28,460.5927734375,463.7564799929517,453.96734784442947,458.30024056688876,3971054,HDFCBANK.NS
2015-04-29,455.36590576171875,462.8624785441289,453.0045852418022,460.34069188539416,3931782,HDFCBANK.NS
2015-04-30,453.3713073730469,456.21405380784876,448.9008681523167,454.3800274608825,7571842,HDFCBANK.NS
2015-05-04,458.94219970703125,462.86242564970473,454.83855992521757,455.77849288451006,1570724,HDFCBANK.NS
2015-05-05,452.84405517578125,460.2947874338725,452.01872090686743,458.0710136304444,2569002,HDFCBANK.NS
2015-05-06,445.0264892578125,452.7752618959132,442.68811682076375,452.7752618959132,5503848,HDFCBANK.NS
2015-05-07,436.1773376464844,444.75141695173375,432.921951871053,443.8344037209054,5868332,HDFCBANK.NS
2015-05-08,450.2535095214844,452.9128423717552,438.05724438833346,440.85412363025176,5785966,HDFCBANK.NS
2015-05-11,454.0591125488281,455.1824593954111,446.6083797710135,452.1104593607843,3365672,HDFCBANK.NS
2015-05-12,445.6455383300781,453.9215776590797,443.3759248447778,453.9215776590797,5553784,HDFCBANK.NS
2015-05-13,454.0361328125,455.48043970795663,445.48497405277305,447.4336269832988,3895924,HDFCBANK.NS
2015-05-14,454.4029235839844,456.1452429260731,446.5853922832174,453.4629907270041,2227594,HDFCBANK.NS
2015-05-15,453.9674377441406,457.3833179948063,451.2622652121231,456.16829212378155,4076812,HDFCBANK.NS
2015-05-18,463.0229187011719,464.00871917009835,454.83858638017546,456.67261293816006,2856652,HDFCBANK.NS
2015-05-19,461.9683532714844,466.759753191526,457.6354599852262,461.41813971393947,2393174,HDFCBANK.NS
2015-05-20,469.53375244140625,470.7946457158038,462.88537810046716,462.9312455560056,2004420,HDFCBANK.NS
2015-05-21,469.8316650390625,472.261772274706,465.4300131128404,469.51073282456207,1967190,HDFCBANK.NS
2015-05-22,469.6483154296875,471.8032739821138,466.92016767837805,469.8316732868832,2344768,HDFCBANK.NS
2015-05-25,469.304443359375,472.7203232612255,466.57632338467465,471.5282172481744,2184530,HDFCBANK.NS
2015-05-26,471.0696716308594,472.35345647322924,466.7826183155287,469.71704363741856,2453172,HDFCBANK.NS
