Date,Close,High,Low,Open,Volume,Ticker
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,
2015-01-01,380.6345520019531,382.09971269209115,377.26081589089785,379.5838600645209,2002764,INFY.NS
2015-01-02,388.11456298828125,389.2423735139931,380.17183428172484,380.17183428172484,6778320,INFY.NS
2015-01-05,384.7793884277344,391.35334884201393,381.2321415443756,387.4783770404379,9937024,INFY.NS
2015-01-06,376.7402038574219,382.6779875869568,372.8652324681153,381.7140631849746,9667316,INFY.NS
2015-01-07,378.5428161621094,380.701997722065,375.93057124093013,378.8223448658604,7249916,INFY.NS
2015-01-08,380.45135498046875,384.99144883042726,375.93055844733755,382.79369624361095,13564920,INFY.NS
2015-01-09,399.9225769042969,406.58330378840776,368.80711672124886,381.7333285467406,44863328,INFY.NS
2015-01-12,407.9231872558594,408.5497381616817,400.02865525582234,403.30599845550864,12758888,INFY.NS
2015-01-13,402.7083435058594,406.35200621760583,400.02865232416883,406.35200621760583,8801236,INFY.NS
2015-01-14,410.37152099609375,411.2101540609821,403.42166364053105,404.55907561977074,9921260,INFY.NS
2015-01-15,411.451171875,415.02734117506816,407.20990408479264,411.634308116252,8342452,INFY.NS
2015-01-16,408.3763122558594,416.4154341405237,407.16175782628983,414.10201506196523,6690960,INFY.NS
2015-01-19,405.3302917480469,411.08494040046804,403.8073097162879,408.7040278268059,4087744,INFY.NS
2015-01-20,409.51373291015625,411.21024968269876,405.1278758167285,406.1978415759242,6804504,INFY.NS
2015-01-21,418.32403564453125,419.4903939815652,408.3185157702992,410.92111254220623,8494908,INFY.NS
2015-01-22,423.4423828125,424.7051333167123,416.66601242622136,419.2686085677446,9958396,INFY.NS
2015-01-23,427.02825927734375,428.9464598755958,417.3986616476203,424.1268367309262,9486328,INFY.NS
2015-01-27,411.88494873046875,428.17527317124785,410.6511441675221,428.17527317124785,13739968,INFY.NS
2015-01-28,413.436767578125,415.41281232932647,410.6895834118204,414.4874356178799,13134356,INFY.NS
2015-01-29,413.6199951171875,414.4682298344739,410.169164299187,413.5236026690129,15369424,INFY.NS
2015-01-30,412.92596435546875,416.9070008370577,410.0438394728079,416.7045672758537,10833744,INFY.NS
2015-02-02,411.952392578125,414.8730647042035,409.8703064460249,412.84882344983816,8702540,INFY.NS
2015-02-03,408.87744140625,412.55000285759445,405.2338259274616,411.9523979575224,5265956,INFY.NS
2015-02-04,413.10919189453125,414.4875852700558,409.9378422516015,412.5404387172507,5160016,INFY.NS
2015-02-05,422.93145751953125,427.9824117037928,414.1019010539401,414.641708103647,11875936,INFY.NS
2015-02-06,430.0067443847656,433.34193276148807,421.9097781152475,425.090729149701,7453728,INFY.NS
2015-02-09,433.5539245605469,434.5371463358712,424.12676217343244,424.12676217343244,6536868,INFY.NS
2015-02-10,439.2218322753906,443.01968526402453,432.0309463344991,432.4165161215,8516920,INFY.NS
2015-02-11,440.484619140625,442.09434489439894,434.97095190424017,439.6459859579478,5796972,INFY.NS
2015-02-12,445.5645446777344,447.63698278628357,438.2001693704495,440.1280187737511,6287536,INFY.NS
2015-02-13,442.65338134765625,448.55257042972653,440.70623523497403,443.32812842697484,5657516,INFY.NS
2015-02-16,439.3086242675781,444.7355007884336,436.70602791975045,439.6074502986176,6244276,INFY.NS
2015-02-18,442.7304992675781,444.3595221724816,435.33717991973924,441.5834385870025,8613764,INFY.NS
2015-02-19,448.16705322265625,449.95996222840836,441.87264498557187,442.2485661319489,9673624,INFY.NS
2015-02-20,440.14715576171875,450.34545656358745,438.9518519137773,448.8995700378054,6971628,INFY.NS
2015-02-23,436.77349853515625,445.17889213279074,433.39976270584003,443.4052804244185,5090488,INFY.NS
2015-02-24,438.1615295410156,442.6244811433322,435.23120847830205,439.3567865060747,6437676,INFY.NS
2015-02-25,446.79827880859375,450.1141694952386,439.5495481354993,441.26531482569465,6044972,INFY.NS
2015-02-26,435.32763671875,445.1403700955912,432.8792306374626,444.8511927222073,6445776,INFY.NS
2015-02-27,436.80242919921875,439.67490565892575,434.0552441099155,438.5663923772771,7801076,INFY.NS
2015-03-02,441.8050842285156,445.04387950961575,439.17358953759515,443.9835627076652,7040992,INFY.NS
2015-03-03,442.9908447265625,443.97401957298644,439.2218901486942,441.4774642865263,4905552,INFY.NS
2015-03-04,438.5181579589844,446.0849653530169,434.13230144397187,443.40527404522027,4375228,INFY.NS
2015-03-05,433.30340576171875,443.16433560997683,430.55622064700765,437.0530630488228,5684916,INFY.NS
2015-03-09,422.2086181640625,435.5011288180241,420.07833541145396,435.5011288180241,7984720,INFY.NS
2015-03-10,423.7411804199219,425.46659574033634,416.4539022987388,423.76047773521606,6329916,INFY.NS
2015-03-11,420.69525146484375,431.838229478096,418.1697972020715,422.9894202989252,6780912,INFY.NS
2015-03-12,427.65472412109375,429.2259021230378,419.69269887698397,420.07826865087185,5688564,INFY.NS
2015-03-13,428.0595703125,429.91032416695424,422.6615931480719,428.94639967330636,6179684,INFY.NS
2015-03-16,436.9759216308594,439.9351889899375,426.16071582073477,426.16071582073477,6818632,INFY.NS
2015-03-17,431.9346008300781,439.4532124937126,427.45235156906523,436.97590751635045,5539312,INFY.NS
2015-03-18,429.8139343261719,436.2433295644741,428.4740886851948,434.633556823662,4905564,INFY.NS
2015-03-19,429.9969787597656,433.5731473026863,428.51254476080305,430.7970641634996,6891740,INFY.NS
2015-03-20,435.20233154296875,437.4097095818335,430.47910075007,432.03102885249194,6430896,INFY.NS
2015-03-23,430.57537841796875,438.58559955055694,429.0427480438525,434.3443322142438,5078700,INFY.NS
2015-03-24,426.3340759277344,434.4213915183936,425.2834078375606,430.8548715523941,6736532,INFY.NS
2015-03-25,427.8089904785156,429.746441070495,424.2713687363536,428.54153544532073,6170968,INFY.NS
2015-03-26,413.7839050292969,426.9992727848009,411.0174227800875,425.66907574973413,15740840,INFY.NS
2015-03-27,424.5412292480469,428.88853795709826,416.99371958566326,417.18650447682626,10074220,INFY.NS
2015-03-30,429.5246887207031,431.8381071518739,423.14349072140976,425.20632647583176,4623088,INFY.NS
2015-03-31,427.66436767578125,438.3253341432746,424.9653792907708,432.8020660248843,8016412,INFY.NS
2015-04-01,419.104736328125,424.03040008202595,415.97198161053785,423.91471031195636,6738488,INFY.NS
2015-04-06,419.9241027832031,421.1772047615694,416.4925217983508,420.0783401323282,7741752,INFY.NS
2015-04-07,416.31903076171875,420.810928768121,412.17415502132656,419.30719699316427,8542268,INFY.NS
2015-04-08,424.2328186035156,425.07140467358875,418.9312338848179,420.75304176573616,10185576,INFY.NS
2015-04-09,427.0185546875,427.77039697294043,421.11931790444436,426.32451021891956,10581548,INFY.NS
2015-04-10,430.6717834472656,431.45257164305406,426.0931424389893,426.0931424389893,7123776,INFY.NS
2015-04-13,431.60687255859375,432.60934469268415,427.23066444762196,431.4526352148962,4872336,INFY.NS
2015-04-15,426.7679138183594,432.80209046172985,423.17249434340073,431.1634188497366,6237784,INFY.NS
2015-04-16,423.09539794921875,430.1031484869877,416.5118118808324,428.36808423939345,9007812,INFY.NS
2015-04-17,420.12646484375,423.1531781552376,415.15260534761313,420.2807021666191,6450316,INFY.NS
2015-04-20,411.0462341308594,420.2710088161547,407.7688914015591,419.49986935043694,12825384,INFY.NS
2015-04-21,413.0609130859375,415.47072414644396,408.7232531770259,414.10193263742735,8881648,INFY.NS
2015-04-22,412.1162414550781,415.45142939673843,404.45304223534714,414.6899385102406,12350984,INFY.NS
2015-04-23,409.0896301269531,414.4876082813144,407.1617807861098,414.2369784536779,11891800,INFY.NS
2015-04-24,384.6443786621094,414.5260347124763,381.71405793372,411.76920154740867,43565452,INFY.NS
2015-04-27,382.6105651855469,385.95537856988693,375.5642675171119,385.5698087611258,19822640,INFY.NS
2015-04-28,378.03192138671875,382.09967813752417,376.31613104159794,382.09967813752417,10393500,INFY.NS
2015-04-29,378.0801696777344,380.1718814588135,373.6075451876407,378.0319734452979,8289056,INFY.NS
2015-04-30,374.43646240234375,378.82231876463146,372.51826210996484,377.8583942894034,13134260,INFY.NS
2015-05-04,384.23956298828125,385.5697834478387,375.91126507913276,377.76199533301997,13361592,INFY.NS
2015-05-05,378.38861083984375,386.28314409058135,376.3258215595075,385.5698492827347,9408516,INFY.NS
2015-05-06,370.5422668457031,380.75021899999706,369.2409686288677,380.75021899999706,10508408,INFY.NS
2015-05-07,374.7738342285156,379.2271605767291,368.21914782739964,370.53256655720526,6779984,INFY.NS
2015-05-08,377.46319580078125,379.3139497177334,375.01483691756226,377.4728444593687,5777676,INFY.NS
2015-05-11,384.34564208984375,385.56982156665504,376.35469341788627,378.8223496892386,4785512,INFY.NS
2015-05-12,375.3714599609375,384.528742366418,374.38826171459044,384.3456061316332,8284892,INFY.NS
2015-05-13,377.2221374511719,378.80298747052285,371.7856136496036,376.26786177890267,7099084,INFY.NS
2015-05-14,373.000244140625,378.01265167779155,367.83359926591254,377.8584143402456,6233844,INFY.NS
2015-05-15,378.19573974609375,379.1307417109079,372.5182344223096,373.03874418692055,5189344,INFY.NS
2015-05-18,384.2299499511719,385.35773689657344,378.16685079572835,379.78624864381635,6469976,INFY.NS
2015-05-19,389.8785705566406,392.45224448115675,382.8708435596811,383.1214733640582,10272076,INFY.NS
2015-05-20,394.6885681152344,395.5946478075104,392.0474006448736,393.28122881448405,5882188,INFY.NS
2015-05-21,394.9101867675781,397.5031340476722,392.75100547708934,394.9969305521748,10059312,INFY.NS
2015-05-22,394.5246887207031,395.50791063586655,391.3726599965512,394.05237508170535,6888824,INFY.NS
2015-05-25,388.8086242675781,396.47182460497226,386.9289713546324,395.30546646104926,4675808,INFY.NS
2015-05-26,386.9771728515625,391.6329097649759,385.98432582351904,389.42553188125225,3965040,INFY.NS
2015-05-27,379.4971008300781,387.3048897981341,376.8945045073928,386.9193199725511,8454708,INFY.NS
2015-05-28,388.7700500488281,391.73894240957935,380.78874996039525,380.78874996039525,10980540,INFY.NS
2015-05-29,390.03277587890625,396.4524989410531,385.7625856291721,386.50480278891246,18993044,INFY.NS
2015-06-01,394.7850036621094,397.90811023024065,390.05212404231315,391.89322960520354,5724892,INFY.NS
2015-06-02,387.2374572753906,396.1923314615034,386.5337875689135,394.84283694131267,4673140,INFY.NS
2015-06-03,389.59906005859375,393.1752063012041,387.1121298167532,389.07852664054377,5495796,INFY.NS
