Date,Open,High,Low,Close,Volume,Stock
,BSOFT.NS,BSOFT.NS,BSOFT.NS,BSOFT.NS,BSOFT.NS,
2020-01-01,65.71962493182352,66.50474903180744,65.2577863968804,66.1352767944336,56070,BSOFT.NS
2020-01-02,65.9967286434222,69.18341899547066,65.48871044614883,67.75171661376953,292223,BSOFT.NS
2020-01-03,67.75171259773629,67.75171259773629,65.58107286309546,66.64330291748047,281102,BSOFT.NS
2020-01-06,67.05895313458578,67.05895313458578,64.74976048499883,65.8581771850586,205715,BSOFT.NS
2020-01-07,65.11923624274387,67.98263387378553,64.74976398939398,65.48870849609375,473333,BSOFT.NS
2020-01-08,65.48869426631572,66.13526528386434,64.65738363868493,64.79593658447266,174057,BSOFT.NS
2020-01-09,64.79593422341323,66.5047350336077,64.74974756080177,65.21158599853516,178301,BSOFT.NS
2020-01-10,66.3200147800039,66.3200147800039,64.93449920978456,65.35015106201172,154685,BSOFT.NS
2020-01-13,65.67343948124058,68.16737184458708,65.67343948124058,67.15132141113281,728921,BSOFT.NS
2020-01-14,67.42841025845343,67.89024868488119,66.68946595733095,67.56696319580078,200753,BSOFT.NS
2020-01-15,67.42842270499362,69.46050933753843,66.96658419331558,67.474609375,743476,BSOFT.NS
2020-01-16,67.24367277513981,68.25971582934633,65.39631920491173,66.45854187011719,1060240,BSOFT.NS
2020-01-17,66.59711271306786,67.89026196952575,66.59711271306786,67.01277160644531,226700,BSOFT.NS
2020-01-20,67.05894954357103,67.79789397070698,66.68947733000306,66.96658325195312,398300,BSOFT.NS
2020-01-21,65.95053033654901,67.24367937199023,65.85816405839505,66.41236877441406,379486,BSOFT.NS
2020-01-22,66.50473715082857,69.92233888001905,64.7497496221515,68.1673583984375,738767,BSOFT.NS
2020-01-23,69.73761177664814,69.73761177664814,67.05894713342389,67.38223266601562,1046376,BSOFT.NS
2020-01-24,67.79789153400164,67.79789153400164,66.22763644454794,67.38223266601562,611733,BSOFT.NS
2020-01-27,66.78183065156311,68.16734575182711,66.5970910766047,67.05892944335938,323726,BSOFT.NS
2020-01-28,68.07500965402458,68.07500965402458,65.67345024350598,66.27384185791016,337489,BSOFT.NS
2020-01-29,66.9665871800897,66.9665871800897,65.85817752146485,66.36619567871094,270683,BSOFT.NS
