Date,Open,High,Low,Close,Volume,Stock
,MINDACORP.NS,MINDACORP.NS,MINDACORP.NS,MINDACORP.NS,MINDACORP.NS,
2020-01-01,98.5531583412414,98.89485430937364,95.96608279910494,96.64945983886719,99675,MINDACORP.NS
2020-01-02,97.38165436982534,101.77481170981746,96.1613328864942,97.72334289550781,632337,MINDACORP.NS
2020-01-03,97.62571866649157,101.43312318413498,96.64946147982666,97.72334289550781,211341,MINDACORP.NS
2020-01-06,94.89218024625599,97.43045448043674,93.86711483468304,96.01487731933594,218808,MINDACORP.NS
2020-01-07,98.01623684121296,102.50701904296875,93.96476745605469,95.91728210449219,144896,MINDACORP.NS
2020-01-08,94.01357138105462,98.94366577429341,94.01357138105462,96.84471130371094,241872,MINDACORP.NS
2020-01-09,98.50436550332233,101.53076171875,97.33285224530846,100.79856872558594,345417,MINDACORP.NS
2020-01-10,101.92125135370186,114.4661546605369,100.50567396997265,105.19171142578125,2461276,MINDACORP.NS
2020-01-13,107.19303598267811,111.09806450739133,106.85134002816505,108.21810150146484,576849,MINDACORP.NS
2020-01-14,108.21809654512171,109.04791357896784,105.87507804795288,106.2167739868164,221776,MINDACORP.NS
2020-01-15,105.53339420075936,111.68381709541195,105.53339420075936,107.2418441772461,527764,MINDACORP.NS
2020-01-16,108.46216539019798,108.95029395401367,105.67983406609866,106.26558685302734,225134,MINDACORP.NS
2020-01-17,107.24186408000136,108.36456147684433,106.26560676939917,106.80255126953125,433757,MINDACORP.NS
2020-01-20,106.60727324623961,107.63234618924699,102.75106064778454,103.4832534790039,170101,MINDACORP.NS
2020-01-21,103.43443879503882,105.77745737065794,101.18905188993564,101.87242889404297,140869,MINDACORP.NS
2020-01-22,103.82494634445766,104.41069914442161,101.28667924577988,101.82362365722656,233482,MINDACORP.NS
2020-01-23,102.70224964736568,106.75371832713626,100.60330272433784,104.75239562988281,385718,MINDACORP.NS
2020-01-24,104.45951231285277,106.9977793466925,104.02019958616444,104.55713653564453,192591,MINDACORP.NS
2020-01-27,104.55714248059577,106.41203261210846,102.75106818737996,103.23919677734375,112069,MINDACORP.NS
2020-01-28,104.36189225796576,104.65476493803753,100.45686360433375,101.67718505859375,109909,MINDACORP.NS
2020-01-29,102.84869067538293,104.45951648465635,100.65211205771493,101.67718505859375,148350,MINDACORP.NS
2020-01-30,102.21411837023683,102.26293420596005,98.84603425635757,99.28534698486328,158697,MINDACORP.NS
2020-01-31,98.99247914367214,103.3856364360104,94.89219453520575,100.55448913574219,236108,MINDACORP.NS
2020-02-03,92.84206254427197,98.30910162864859,92.84206254427197,94.45288848876953,111537,MINDACORP.NS
2020-02-04,94.98982781758981,103.19038227668283,94.98982781758981,102.11650085449219,290002,MINDACORP.NS
2020-02-05,102.50700348789252,104.65476629595742,97.82096606343126,100.55448913574219,243019,MINDACORP.NS
2020-02-06,100.0663543025276,103.43443837048314,98.79721707353673,99.91991424560547,179264,MINDACORP.NS
2020-02-07,101.53075314775438,113.24584004941835,99.72467874006485,108.02286529541016,1421268,MINDACORP.NS
2020-02-10,106.70491060604878,111.29331628041459,104.75239628533976,108.65742492675781,328842,MINDACORP.NS
2020-02-11,111.29332548012478,111.29332548012478,105.77747057852089,107.0466079711914,209511,MINDACORP.NS
2020-02-12,105.53338834656985,116.56509627637219,105.53338834656985,113.83157348632812,1451276,MINDACORP.NS
2020-02-13,115.10073083761553,119.10338405811495,112.80652779827759,114.36853790283203,1150725,MINDACORP.NS
2020-02-14,114.22208286242538,114.36852291984788,108.07166003668681,108.60860443115234,222904,MINDACORP.NS
2020-02-17,109.68586325543743,113.3094111064234,108.85342739472513,109.97966766357422,207978,MINDACORP.NS
2020-02-18,110.5183164497317,111.05695545854327,104.93609159367381,109.29414367675781,171096,MINDACORP.NS
2020-02-19,111.00797621859817,112.37905110331684,108.70653309340453,110.2245101928711,144607,MINDACORP.NS
2020-02-20,110.66521939566601,113.89703852601244,108.7065429461852,113.01563262939453,279844,MINDACORP.NS
2020-02-24,111.84042724522793,118.4019981255449,111.15489344615749,114.53360748291016,947522,MINDACORP.NS
2020-02-25,115.3660333812508,117.27573972417342,112.2321469180935,113.06458282470703,239099,MINDACORP.NS
2020-02-26,113.06460142377964,115.02327798354547,108.95138363697463,109.88175201416016,147085,MINDACORP.NS
2020-02-27,108.70653836700836,109.8817411984893,103.07534381196064,107.67823028564453,285213,MINDACORP.NS
2020-02-28,106.01335406241195,106.01335406241195,101.36149787953474,104.7402114868164,215952,MINDACORP.NS
2020-03-02,106.7478583117315,109.04930146905502,94.99580051594455,96.8565444946289,168019,MINDACORP.NS
2020-03-03,99.69663368573168,101.65531012378726,96.56274690178817,98.52142333984375,104723,MINDACORP.NS
2020-03-04,97.98278672290704,103.32017675120974,97.59104996125241,101.31253051757812,339209,MINDACORP.NS
2020-03-05,100.92080335233199,104.78918620968759,98.91315707643408,99.54972839355469,122407,MINDACORP.NS
2020-03-06,97.54208481335667,99.50076124523837,93.77163417633594,97.1993179321289,308042,MINDACORP.NS
2020-03-09,97.00343415587264,97.00343415587264,91.8619095357046,92.84124755859375,180843,MINDACORP.NS
2020-03-11,90.09912569740519,94.01647898859672,86.96524605315534,88.97288513183594,167205,MINDACORP.NS
2020-03-12,81.43196508000831,86.3776180366123,73.00965885533803,83.0478744506836,224315,MINDACORP.NS
2020-03-13,72.4710367187622,80.79541255807948,66.44810447008093,77.95532989501953,266918,MINDACORP.NS
2020-03-16,73.94003005254837,76.87804449172248,68.84747468001609,71.98135375976562,356069,MINDACORP.NS
2020-03-17,70.02267746698288,75.70284170475567,70.02267746698288,71.98135375976562,174375,MINDACORP.NS
2020-03-18,72.56895349500071,73.45035930096365,60.2292946267902,61.796234130859375,284586,MINDACORP.NS
2020-03-19,61.64933512222163,67.47639765703073,55.62640421712312,56.409873962402344,233184,MINDACORP.NS
2020-03-20,56.40987478420449,62.04106903076172,55.038803643961124,62.04106903076172,166993,MINDACORP.NS
2020-03-23,55.92020683603945,63.216280532078166,55.87124067574546,59.24995803833008,98830,MINDACORP.NS
2020-03-24,58.95616076048678,61.69830699067433,55.038807935682065,56.850582122802734,58060,MINDACORP.NS
2020-03-25,56.80161865134791,59.64170107826689,55.52847967013142,58.809261322021484,40086,MINDACORP.NS
2020-03-26,58.760290638047174,62.53074112630373,57.878884784125,58.85822296142578,1019780,MINDACORP.NS
2020-03-27,61.20863532482067,63.16731165521493,57.43818488316316,57.829917907714844,77829,MINDACORP.NS
2020-03-30,58.662351379714835,58.662351379714835,55.52846883565833,56.360904693603516,36404,MINDACORP.NS
2020-03-31,56.80161703494362,60.71896993390525,56.26298175851216,56.507816314697266,75486,MINDACORP.NS
2020-04-01,58.27063093544516,58.27063093544516,54.842946762771916,55.52848434448242,56826,MINDACORP.NS
2020-04-03,55.82228071503912,56.60575057439019,51.66009311786515,52.34563064575195,133004,MINDACORP.NS
2020-04-07,55.822280671861435,56.214017469173456,52.3456306052634,52.8842658996582,182727,MINDACORP.NS
2020-04-08,52.835295992182814,55.33260762452085,52.737359931851124,55.0388069152832,901245,MINDACORP.NS
2020-04-09,56.801618525635575,65.51773044892089,56.801618525635575,64.19562530517578,737074,MINDACORP.NS
