Date,Open,High,Low,Close,Volume,Stock
,AIAENG.NS,AIAENG.NS,AIAENG.NS,AIAENG.NS,AIAENG.NS,
2020-01-01,1640.550048828125,1649.550048828125,1615.0999755859375,1622.5999755859375,3912,AIAENG.NS
2020-01-02,1626.0,1637.550048828125,1608.0,1621.0999755859375,7245,AIAENG.NS
2020-01-03,1622.1500244140625,1650.0,1622.1500244140625,1648.5999755859375,6281,AIAENG.NS
2020-01-06,1649.0,1649.0,1610.0,1628.449951171875,3825,AIAENG.NS
2020-01-07,1628.449951171875,1655.75,1620.6500244140625,1649.300048828125,32580,AIAENG.NS
2020-01-08,1640.5999755859375,1717.0,1625.0,1640.6500244140625,32439,AIAENG.NS
2020-01-09,1640.6500244140625,1690.050048828125,1629.5,1654.949951171875,42337,AIAENG.NS
2020-01-10,1663.0,1677.949951171875,1629.0,1638.300048828125,7608,AIAENG.NS
2020-01-13,1653.9000244140625,1669.9000244140625,1634.449951171875,1655.3499755859375,15356,AIAENG.NS
2020-01-14,1663.0999755859375,1670.0,1650.550048828125,1663.6500244140625,10623,AIAENG.NS
2020-01-15,1662.75,1662.75,1632.199951171875,1642.9000244140625,31187,AIAENG.NS
2020-01-16,1642.9000244140625,1666.0,1628.0,1645.300048828125,21548,AIAENG.NS
2020-01-17,1652.8499755859375,1675.8499755859375,1641.300048828125,1668.449951171875,44600,AIAENG.NS
2020-01-20,1675.0,1700.0,1652.5,1674.4000244140625,10747,AIAENG.NS
2020-01-21,1671.949951171875,1800.0,1663.0,1789.8499755859375,190310,AIAENG.NS
2020-01-22,1800.0,1889.0,1725.5,1737.800048828125,140861,AIAENG.NS
2020-01-23,1746.5,1791.0,1718.5,1768.0999755859375,105004,AIAENG.NS
2020-01-24,1776.949951171875,1810.0,1735.3499755859375,1745.25,9569,AIAENG.NS
2020-01-27,1745.0,1780.1500244140625,1722.0999755859375,1733.4000244140625,28595,AIAENG.NS
2020-01-28,1730.0,1745.0,1698.0999755859375,1728.9000244140625,23443,AIAENG.NS
2020-01-29,1728.9000244140625,1835.949951171875,1728.9000244140625,1808.5999755859375,26653,AIAENG.NS
2020-01-30,1814.0,1817.699951171875,1758.0,1800.1500244140625,19008,AIAENG.NS
2020-01-31,1809.0,1809.1500244140625,1726.4000244140625,1776.199951171875,25429,AIAENG.NS
2020-02-03,1785.0,1849.0,1761.0,1769.25,18023,AIAENG.NS
2020-02-04,1778.0999755859375,1819.5999755859375,1765.0,1775.6500244140625,9513,AIAENG.NS
2020-02-05,1784.5,1803.449951171875,1755.0,1775.449951171875,24961,AIAENG.NS
2020-02-06,1774.0,1844.0,1767.199951171875,1817.550048828125,22162,AIAENG.NS
2020-02-07,1826.5999755859375,1960.0,1788.0,1922.800048828125,61170,AIAENG.NS
2020-02-10,1944.0,1989.949951171875,1881.0,1918.800048828125,29005,AIAENG.NS
2020-02-11,1928.300048828125,1969.3499755859375,1870.550048828125,1887.5999755859375,25888,AIAENG.NS
2020-02-12,1888.0,1903.9000244140625,1792.300048828125,1824.5,72867,AIAENG.NS
2020-02-13,1800.25,1865.0,1780.0999755859375,1838.0999755859375,35626,AIAENG.NS
2020-02-14,1862.199951171875,1890.0,1840.199951171875,1874.050048828125,24894,AIAENG.NS
2020-02-17,1874.050048828125,1886.75,1810.050048828125,1824.5999755859375,8037,AIAENG.NS
2020-02-18,1813.0,1828.0999755859375,1770.050048828125,1804.949951171875,111837,AIAENG.NS
2020-02-19,1815.0999755859375,1844.4000244140625,1780.5,1817.5999755859375,11825,AIAENG.NS
2020-02-20,1828.5999755859375,1899.0,1816.050048828125,1890.0,27981,AIAENG.NS
2020-02-24,1900.0,1920.0,1792.0,1814.800048828125,40844,AIAENG.NS
2020-02-25,1831.1500244140625,1854.0,1750.0,1762.449951171875,46916,AIAENG.NS
2020-02-26,1760.199951171875,1772.9000244140625,1732.0,1744.6500244140625,58662,AIAENG.NS
2020-02-27,1745.5,1959.9000244140625,1728.9000244140625,1837.199951171875,152677,AIAENG.NS
2020-02-28,1788.6500244140625,1824.050048828125,1740.25,1788.6500244140625,33646,AIAENG.NS
2020-03-02,1780.0,1814.4000244140625,1720.050048828125,1737.050048828125,261838,AIAENG.NS
2020-03-03,1737.050048828125,1850.0,1731.0,1790.800048828125,91970,AIAENG.NS
2020-03-04,1800.0,1845.0,1698.050048828125,1784.800048828125,139914,AIAENG.NS
2020-03-05,1809.9000244140625,1834.8499755859375,1763.0999755859375,1783.75,26194,AIAENG.NS
2020-03-06,1766.0,1809.949951171875,1729.949951171875,1789.0999755859375,53996,AIAENG.NS
2020-03-09,1780.0,1830.1500244140625,1692.0,1776.6500244140625,329614,AIAENG.NS
2020-03-11,1770.0,1789.550048828125,1723.050048828125,1762.9000244140625,44233,AIAENG.NS
2020-03-12,1701.0999755859375,1745.0,1630.050048828125,1678.949951171875,116112,AIAENG.NS
2020-03-13,1500.050048828125,1808.0,1450.0,1777.0999755859375,122606,AIAENG.NS
2020-03-16,1737.550048828125,1748.4000244140625,1578.0,1672.699951171875,40669,AIAENG.NS
2020-03-17,1650.550048828125,1669.6500244140625,1511.0,1544.0,62402,AIAENG.NS
2020-03-18,1550.5,1586.300048828125,1395.050048828125,1454.949951171875,39749,AIAENG.NS
2020-03-19,1400.0,1473.8499755859375,1375.050048828125,1420.4000244140625,70881,AIAENG.NS
2020-03-20,1350.050048828125,1427.949951171875,1350.0,1377.75,37870,AIAENG.NS
2020-03-23,1102.199951171875,1310.0,1102.199951171875,1238.800048828125,23280,AIAENG.NS
2020-03-24,1350.0,1350.0,1251.050048828125,1315.300048828125,18132,AIAENG.NS
2020-03-25,1265.550048828125,1366.3499755859375,1265.550048828125,1353.5,52181,AIAENG.NS
2020-03-26,1374.5999755859375,1375.0,1278.800048828125,1298.9000244140625,52243,AIAENG.NS
2020-03-27,1340.0,1350.75,1198.9000244140625,1243.75,35777,AIAENG.NS
2020-03-30,1205.550048828125,1479.4000244140625,1150.0,1306.5999755859375,50094,AIAENG.NS
2020-03-31,1345.0,1415.0999755859375,1250.0,1393.25,47956,AIAENG.NS
2020-04-01,1393.25,1398.300048828125,1296.0,1319.0999755859375,18714,AIAENG.NS
2020-04-03,1319.0,1324.449951171875,1252.25,1277.0999755859375,23542,AIAENG.NS
2020-04-07,1279.9000244140625,1325.949951171875,1220.0,1249.9000244140625,100087,AIAENG.NS
2020-04-08,1259.449951171875,1291.0,1229.0,1255.8499755859375,73842,AIAENG.NS
2020-04-09,1268.300048828125,1315.0,1244.050048828125,1260.75,68659,AIAENG.NS
2020-04-13,1284.0,1489.0,1243.800048828125,1417.1500244140625,239029,AIAENG.NS
2020-04-15,1440.4000244140625,1493.0,1390.449951171875,1425.5,154793,AIAENG.NS
2020-04-16,1425.5,1462.449951171875,1381.050048828125,1399.1500244140625,88363,AIAENG.NS
2020-04-17,1439.0,1518.3499755859375,1403.0,1440.050048828125,44463,AIAENG.NS
2020-04-20,1468.800048828125,1499.0,1437.25,1464.75,76348,AIAENG.NS
2020-04-21,1445.0,1479.0,1403.449951171875,1424.550048828125,41864,AIAENG.NS
2020-04-22,1429.800048828125,1532.0,1411.25,1488.9000244140625,62540,AIAENG.NS
2020-04-23,1486.0,1508.0,1452.25,1476.0,76232,AIAENG.NS
2020-04-24,1483.9000244140625,1498.949951171875,1459.800048828125,1487.449951171875,8329,AIAENG.NS
2020-04-27,1490.0,1525.0,1445.0,1479.75,21213,AIAENG.NS
2020-04-28,1464.0,1508.949951171875,1464.0,1490.25,20732,AIAENG.NS
2020-04-29,1504.0,1598.0,1489.050048828125,1572.550048828125,34549,AIAENG.NS
2020-04-30,1597.0,1645.949951171875,1556.949951171875,1608.1500244140625,57799,AIAENG.NS
2020-05-04,1545.0,1581.300048828125,1541.050048828125,1560.0,18929,AIAENG.NS
2020-05-05,1561.0999755859375,1585.0,1519.199951171875,1547.5,13161,AIAENG.NS
2020-05-06,1535.0,1582.199951171875,1516.050048828125,1541.75,47129,AIAENG.NS
